,Hospital Type,Hospital Ownership,Emergency Services,Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
957,,,,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,,,ATLANTA,GA,30309.0,FULTON,4046055000.0,13.5,No Different than U.S. National Rate,11.2,16.1,538,,9.1,Better than U.S. National Rate,7.6,11.0,799,,9.2,Better than U.S. National Rate,7.4,11.3,487,,17.3,No Different than U.S. National Rate,15.1,19.9,773,,21.7,Better than U.S. National Rate,19.5,24.2,1032,,17.9,No Different than U.S. National Rate,15.4,20.8,513,
958,,,,110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,,,SANDERSVILLE,GA,31082.0,WASHINGTON,4782402100.0,Not Available,Number of Cases Too Small,Not Available,Not Available,8,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.4,No Different than U.S. National Rate,8.2,15.5,54,,15.1,No Different than U.S. National Rate,11.9,18.7,331,,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.8,No Different than U.S. National Rate,19.2,28.9,56,,18.7,No Different than U.S. National Rate,15.7,22.3,345,
959,,,,110087,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,,,LAWRENCEVILLE,GA,30045.0,GWINNETT,6784424310.0,14.7,No Different than U.S. National Rate,12.2,17.7,291,,10.2,No Different than U.S. National Rate,8.5,12.1,773,,10.1,No Different than U.S. National Rate,8.4,12.1,755,,20.6,No Different than U.S. National Rate,17.2,24.2,182,,22.5,No Different than U.S. National Rate,20.2,24.9,943,,18.7,No Different than U.S. National Rate,16.5,21.2,810,
960,,,,110089,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,,,DOUGLAS,GA,31533.0,COFFEE,2293841900.0,16.7,No Different than U.S. National Rate,12.7,21.5,43,,15.7,Worse than U.S. National Rate,12.3,20.0,206,,14.3,No Different than U.S. National Rate,11.1,18.2,256,,Not Available,Number of Cases Too Small,Not Available,Not Available,21,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27.1,No Different than U.S. National Rate,23.4,30.9,276,,21.1,No Different than U.S. National Rate,17.6,24.8,275,
961,,,,110091,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",,,CONYERS,GA,30012.0,ROCKDALE,7709183000.0,15.7,No Different than U.S. National Rate,11.8,20.3,70,,11.5,No Different than U.S. National Rate,9.0,14.6,276,,14.6,No Different than U.S. National Rate,11.5,18.4,270,,19.1,No Different than U.S. National Rate,15.2,23.9,47,,25.0,No Different than U.S. National Rate,21.5,28.6,327,,19.9,No Different than U.S. National Rate,16.5,23.5,275,
962,,,,110092,DODGE COUNTY HOSPITAL,901 GRIFFIN AVE,,,EASTMAN,GA,31023.0,DODGE,4784484067.0,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.6,No Different than U.S. National Rate,8.5,15.7,107,,10.1,No Different than U.S. National Rate,7.6,13.3,164,,Not Available,Number of Cases Too Small,Not Available,Not Available,11,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27.4,No Different than U.S. National Rate,22.9,32.4,120,,19.4,No Different than U.S. National Rate,16.1,23.3,179,
963,,,,110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,,,TIFTON,GA,31793.0,TIFT,2293827120.0,16.3,No Different than U.S. National Rate,12.9,20.7,146,,10.8,No Different than U.S. National Rate,8.5,13.8,308,,13.9,No Different than U.S. National Rate,11.0,17.4,317,,17.4,No Different than U.S. National Rate,14.0,21.4,132,,24.4,No Different than U.S. National Rate,21.3,28.0,395,,18.9,No Different than U.S. National Rate,15.9,22.4,313,
964,,,,110100,JEFFERSON HOSPITAL,1067 PEACHTREE ST,,,LOUISVILLE,GA,30434.0,JEFFERSON,4786257000.0,Not Available,Number of Cases Too Small,Not Available,Not Available,6,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.0,No Different than U.S. National Rate,8.0,14.8,61,,10.3,No Different than U.S. National Rate,7.2,14.6,82,,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.5,No Different than U.S. National Rate,20.1,29.6,71,,19.1,No Different than U.S. National Rate,15.2,23.9,86,
965,,,,110101,MEMORIAL HOSPITAL OF ADEL INC,706 N PARRISH,,,ADEL,GA,31620.0,COOK,2298968077.0,Not Available,Number of Cases Too Small,Not Available,Not Available,14,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.3,No Different than U.S. National Rate,7.9,16.0,66,,11.9,No Different than U.S. National Rate,8.1,16.8,47,,Not Available,Number of Cases Too Small,Not Available,Not Available,7,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.9,No Different than U.S. National Rate,19.6,28.9,83,,18.3,No Different than U.S. National Rate,14.3,23.3,45,
966,,,,110104,CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,,,CORDELE,GA,31015.0,CRISP,2292763100.0,17.0,No Different than U.S. National Rate,13.5,21.3,46,,10.1,No Different than U.S. National Rate,7.5,13.5,132,,12.8,No Different than U.S. National Rate,10.1,16.2,202,,19.2,No Different than U.S. National Rate,15.4,23.9,29,,22.9,No Different than U.S. National Rate,19.3,27.3,145,,22.4,Worse than U.S. National Rate,18.6,26.5,206,
967,,,,110105,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,,,MOULTRIE,GA,31768.0,COLQUITT,2299853420.0,17.6,No Different than U.S. National Rate,13.8,22.0,53,,11.2,No Different than U.S. National Rate,8.5,14.6,179,,10.8,No Different than U.S. National Rate,8.2,14.1,206,,18.9,No Different than U.S. National Rate,14.9,23.3,34,,23.2,No Different than U.S. National Rate,19.5,27.4,221,,17.8,No Different than U.S. National Rate,14.5,21.3,219,
968,,,,110107,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,,,MACON,GA,31201.0,BIBB,4786336805.0,16.3,No Different than U.S. National Rate,13.8,19.1,597,,10.4,No Different than U.S. National Rate,8.5,12.6,745,,10.6,No Different than U.S. National Rate,8.4,13.1,381,,20.4,No Different than U.S. National Rate,18.0,23.1,706,,24.4,No Different than U.S. National Rate,22.2,26.9,1008,,20.5,No Different than U.S. National Rate,17.6,23.7,409,
969,,,,110109,EMANUEL MEDICAL CENTER,117 KITE ROAD,,,SWAINSBORO,GA,30401.0,EMANUEL,4782891304.0,Not Available,Number of Cases Too Small,Not Available,Not Available,13,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,9.8,No Different than U.S. National Rate,6.9,13.8,105,,13.0,No Different than U.S. National Rate,9.5,17.8,124,,Not Available,Number of Cases Too Small,Not Available,Not Available,6,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.8,No Different than U.S. National Rate,19.7,28.7,123,,21.3,No Different than U.S. National Rate,17.2,25.9,133,
970,,,,110111,MCDUFFIE REGIONAL MEDICAL CENTER,"521 HILL STREET, SW",,,THOMSON,GA,30824.0,MCDUFFIE,7065951411.0,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.2,No Different than U.S. National Rate,8.7,16.9,37,,18.5,Worse than U.S. National Rate,14.2,23.7,123,,Not Available,Number of Cases Too Small,Not Available,Not Available,11,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.1,No Different than U.S. National Rate,20.4,30.6,38,,17.7,No Different than U.S. National Rate,14.2,21.9,115,
971,,,,110112,BERRIEN COUNTY HOSPITAL,1221 EAST MCPHERSON STREET,,,NASHVILLE,GA,31639.0,BERRIEN,2295437100.0,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.6,No Different than U.S. National Rate,8.3,15.8,47,,13.9,No Different than U.S. National Rate,10.0,18.8,45,,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.0,No Different than U.S. National Rate,20.5,29.9,56,,18.9,No Different than U.S. National Rate,14.7,23.5,41,
972,,,,110113,BURKE MEDICAL CENTER,351 LIBERTY ST,,,WAYNESBORO,GA,30830.0,BURKE,7065544435.0,Not Available,Number of Cases Too Small,Not Available,Not Available,22,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.0,No Different than U.S. National Rate,6.8,14.2,50,,15.3,No Different than U.S. National Rate,11.4,20.4,106,,Not Available,Number of Cases Too Small,Not Available,Not Available,16,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.2,No Different than U.S. National Rate,20.6,30.3,62,,18.0,No Different than U.S. National Rate,14.4,22.7,108,
973,,,,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,,,ATLANTA,GA,30312.0,FULTON,4042654000.0,16.6,No Different than U.S. National Rate,12.4,21.5,45,,13.0,No Different than U.S. National Rate,9.6,17.2,97,,15.2,No Different than U.S. National Rate,11.3,20.0,83,,19.0,No Different than U.S. National Rate,15.0,23.8,39,,27.6,No Different than U.S. National Rate,22.8,32.2,116,,16.6,No Different than U.S. National Rate,13.1,20.5,83,
974,,,,110121,GRADY GENERAL HOSPITAL,"1155 5TH STREET, SE",,,CAIRO,GA,39828.0,GRADY,2293770251.0,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,14.0,No Different than U.S. National Rate,10.2,19.0,82,,12.6,No Different than U.S. National Rate,8.9,17.8,69,,Not Available,Number of Cases Too Small,Not Available,Not Available,10,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.1,No Different than U.S. National Rate,19.8,29.4,84,,17.3,No Different than U.S. National Rate,13.5,22.2,68,
975,,,,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",,,VALDOSTA,GA,31603.0,LOWNDES,2293331020.0,17.4,No Different than U.S. National Rate,13.9,21.4,300,,14.0,No Different than U.S. National Rate,11.2,17.3,373,,13.0,No Different than U.S. National Rate,10.2,16.2,356,,20.6,No Different than U.S. National Rate,17.4,24.2,308,,23.8,No Different than U.S. National Rate,20.8,27.1,429,,18.5,No Different than U.S. National Rate,15.6,21.8,354,
976,,,,110124,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,,,JESUP,GA,31545.0,WAYNE,9125303302.0,14.7,No Different than U.S. National Rate,11.3,18.6,40,,11.8,No Different than U.S. National Rate,9.0,15.2,175,,12.6,No Different than U.S. National Rate,10.0,15.7,280,,Not Available,Number of Cases Too Small,Not Available,Not Available,22,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.8,No Different than U.S. National Rate,21.9,30.0,207,,19.9,No Different than U.S. National Rate,16.9,23.5,294,
977,,,,110125,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,,,DUBLIN,GA,31021.0,LAURENS,4782743100.0,16.0,No Different than U.S. National Rate,12.3,20.6,112,,10.4,No Different than U.S. National Rate,7.7,13.8,202,,16.3,Worse than U.S. National Rate,12.5,20.7,200,,19.0,No Different than U.S. National Rate,15.4,23.3,101,,22.0,No Different than U.S. National Rate,18.7,25.6,251,,15.5,No Different than U.S. National Rate,12.3,19.3,195,
978,,,,110128,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,,,VIDALIA,GA,30474.0,TOOMBS,9125355828.0,16.1,No Different than U.S. National Rate,12.0,21.1,46,,9.5,No Different than U.S. National Rate,6.9,12.6,156,,10.2,No Different than U.S. National Rate,7.4,13.6,162,,23.0,No Different than U.S. National Rate,18.0,28.5,37,,23.7,No Different than U.S. National Rate,20.1,27.6,223,,18.3,No Different than U.S. National Rate,14.9,22.5,178,
979,,,,110129,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,,,COLUMBUS,GA,31995.0,MUSCOGEE,7065964020.0,16.9,No Different than U.S. National Rate,14.1,20.3,394,,12.3,No Different than U.S. National Rate,10.2,14.7,709,,14.9,Worse than U.S. National Rate,12.5,17.8,548,,17.8,No Different than U.S. National Rate,15.0,21.0,390,,22.7,No Different than U.S. National Rate,20.3,25.2,862,,16.9,No Different than U.S. National Rate,14.4,19.8,545,
980,,,,110130,IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,,,OCILLA,GA,31774.0,IRWIN,2294683845.0,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.0,No Different than U.S. National Rate,7.6,15.5,27,,12.7,No Different than U.S. National Rate,8.7,17.9,39,,Not Available,Number of Cases Too Small,Not Available,Not Available,1,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.4,No Different than U.S. National Rate,19.7,29.9,34,,17.9,No Different than U.S. National Rate,14.0,22.6,36,
981,,,,110132,MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,,,BAINBRIDGE,GA,39819.0,DECATUR,2292463500.0,17.2,No Different than U.S. National Rate,13.1,22.1,37,,10.8,No Different than U.S. National Rate,7.6,14.9,73,,14.8,No Different than U.S. National Rate,11.2,19.4,155,,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.5,No Different than U.S. National Rate,20.8,31.1,80,,18.6,No Different than U.S. National Rate,14.8,22.9,149,
982,,,,110135,TAYLOR REGIONAL HOSPITAL,1297 MACON HIGHWAY,,,HAWKINSVILLE,GA,31036.0,PULASKI,4787830200.0,Not Available,Number of Cases Too Small,Not Available,Not Available,10,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.1,No Different than U.S. National Rate,8.1,15.1,90,,13.5,No Different than U.S. National Rate,10.1,17.8,89,,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.8,No Different than U.S. National Rate,20.6,29.6,101,,19.6,No Different than U.S. National Rate,15.7,24.1,95,
983,,,,110142,EVANS MEMORIAL HOSPITAL,200 N RIVER STREET,,,CLAXTON,GA,30417.0,EVANS,9127395105.0,Not Available,Number of Cases Too Small,Not Available,Not Available,15,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.8,No Different than U.S. National Rate,7.8,14.8,85,,11.2,No Different than U.S. National Rate,8.1,15.2,96,,Not Available,Number of Cases Too Small,Not Available,Not Available,11,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27.4,No Different than U.S. National Rate,22.8,32.3,111,,18.3,No Different than U.S. National Rate,14.6,23.0,105,
984,,,,110143,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,,,AUSTELL,GA,30106.0,COBB,7707324000.0,16.6,No Different than U.S. National Rate,13.6,20.1,284,,11.9,No Different than U.S. National Rate,9.7,14.2,579,,13.1,No Different than U.S. National Rate,10.8,15.7,513,,20.7,No Different than U.S. National Rate,17.5,24.6,257,,23.7,No Different than U.S. National Rate,21.1,26.6,681,,19.8,No Different than U.S. National Rate,17.0,22.6,532,
985,,,,110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,2000 DAN PROCTOR DRIVE,,,SAINT MARYS,GA,31558.0,CAMDEN,9125766401.0,Not Available,Number of Cases Too Small,Not Available,Not Available,13,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.7,No Different than U.S. National Rate,10.1,18.9,69,,13.0,No Different than U.S. National Rate,9.1,18.2,77,,Not Available,Number of Cases Too Small,Not Available,Not Available,10,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.5,No Different than U.S. National Rate,20.9,31.0,66,,18.7,No Different than U.S. National Rate,14.9,23.7,73,
986,,,,110150,OCONEE REGIONAL MEDICAL CENTER,821 N COBB STREET  POST OFFICE BOX 690,,,MILLEDGEVILLE,GA,31061.0,BALDWIN,4784543550.0,Not Available,Number of Cases Too Small,Not Available,Not Available,22,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.1,No Different than U.S. National Rate,8.2,14.7,166,,12.0,No Different than U.S. National Rate,9.2,15.5,175,,Not Available,Number of Cases Too Small,Not Available,Not Available,17,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.4,No Different than U.S. National Rate,19.8,27.6,193,,17.4,No Different than U.S. National Rate,14.3,21.2,186,
987,,,,110153,PERRY HOSPITAL,1120 MORNINGSIDE DR,,,PERRY,GA,31069.0,HOUSTON,4789873600.0,Not Available,Number of Cases Too Small,Not Available,Not Available,14,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.5,No Different than U.S. National Rate,8.4,15.7,82,,10.7,No Different than U.S. National Rate,8.0,13.9,191,,Not Available,Number of Cases Too Small,Not Available,Not Available,11,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.0,No Different than U.S. National Rate,19.0,27.3,105,,19.1,No Different than U.S. National Rate,15.8,22.8,210,
988,,,,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",,,ATLANTA,GA,30342.0,FULTON,4048518000.0,16.6,No Different than U.S. National Rate,13.1,21.0,70,,13.3,No Different than U.S. National Rate,10.0,17.4,122,,11.0,No Different than U.S. National Rate,8.3,14.4,193,,20.0,No Different than U.S. National Rate,16.0,24.8,51,,23.6,No Different than U.S. National Rate,19.6,28.3,135,,19.3,No Different than U.S. National Rate,15.7,23.7,184,
989,,,,110163,PHOEBE NORTH,2000 PALMYRA RD BOX 1908,,,ALBANY,GA,31701.0,DOUGHERTY,2294342000.0,14.9,No Different than U.S. National Rate,11.3,19.0,26,,12.7,No Different than U.S. National Rate,9.6,16.9,127,,13.6,No Different than U.S. National Rate,10.3,18.0,156,,Not Available,Number of Cases Too Small,Not Available,Not Available,21,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.5,No Different than U.S. National Rate,20.2,29.3,140,,18.1,No Different than U.S. National Rate,14.7,22.3,158,
990,,,,110164,COLISEUM MEDICAL CENTER,350 HOSPITAL DRIVE,,,MACON,GA,31217.0,BIBB,4787654100.0,16.5,No Different than U.S. National Rate,13.1,20.6,173,,13.6,No Different than U.S. National Rate,11.0,16.7,444,,13.0,No Different than U.S. National Rate,10.1,16.7,245,,18.4,No Different than U.S. National Rate,15.0,22.1,213,,26.1,No Different than U.S. National Rate,23.0,29.4,547,,19.9,No Different than U.S. National Rate,16.6,23.7,263,
991,,,,110165,SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",,,RIVERDALE,GA,30274.0,CLAYTON,7709918160.0,14.5,No Different than U.S. National Rate,11.4,18.0,160,,12.8,No Different than U.S. National Rate,10.3,15.8,373,,15.0,No Different than U.S. National Rate,11.7,19.2,205,,18.5,No Different than U.S. National Rate,15.0,22.7,134,,26.0,No Different than U.S. National Rate,22.9,29.5,463,,19.2,No Different than U.S. National Rate,15.8,23.1,203,
992,,,,110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,,,ROME,GA,30165.0,FLOYD,7068023012.0,15.6,No Different than U.S. National Rate,13.0,18.5,508,,12.9,No Different than U.S. National Rate,10.8,15.3,723,,15.2,Worse than U.S. National Rate,12.2,18.8,345,,19.4,No Different than U.S. National Rate,16.8,22.3,591,,24.3,No Different than U.S. National Rate,21.9,26.9,951,,16.2,No Different than U.S. National Rate,13.5,19.2,349,
993,,,,110177,DOCTORS HOSPITAL,3651 WHEELER ROAD,,,AUGUSTA,GA,30909.0,RICHMOND,7066516008.0,17.5,No Different than U.S. National Rate,14.0,21.6,72,,12.5,No Different than U.S. National Rate,9.7,16.0,221,,13.2,No Different than U.S. National Rate,10.2,17.0,196,,18.6,No Different than U.S. National Rate,14.6,23.5,48,,25.3,No Different than U.S. National Rate,21.7,29.4,235,,18.9,No Different than U.S. National Rate,15.6,23.0,189,
994,,,,110183,EMORY-ADVENTIST HOSPITAL,3949 SOUTH COBB DRIVE,,,SMYRNA,GA,30080.0,COBB,7704340710.0,Not Available,Number of Cases Too Small,Not Available,Not Available,11,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.6,No Different than U.S. National Rate,10.0,18.3,81,,13.5,No Different than U.S. National Rate,10.1,17.8,116,,Not Available,Number of Cases Too Small,Not Available,Not Available,8,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,28.2,No Different than U.S. National Rate,23.1,34.0,91,,19.5,No Different than U.S. National Rate,15.6,24.0,120,
995,,,,110184,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,,,DOUGLASVILLE,GA,30134.0,DOUGLAS,7709491500.0,16.9,No Different than U.S. National Rate,12.9,21.8,73,,11.7,No Different than U.S. National Rate,9.0,15.0,249,,10.7,No Different than U.S. National Rate,8.2,14.2,244,,18.0,No Different than U.S. National Rate,14.2,22.4,37,,26.1,No Different than U.S. National Rate,22.5,29.9,314,,20.1,No Different than U.S. National Rate,16.9,23.7,270,
